datetime,PM2.5 (ug/m3),CO (mg/m3),Ozone (ug/m3),NOx (ug/m3)
2017-09-26 00:00:00,19.5,1.07,8.05,4.5
2017-09-26 01:00:00,4.75,0.93,7.75,3.9
2017-09-26 02:00:00,18.5,0.84,7.53,3.78
2017-09-26 03:00:00,17.0,0.86,7.93,3.95
2017-09-26 04:00:00,16.75,0.88,7.25,4.48
2017-09-26 05:00:00,15.33,0.89,7.87,4.9
2017-09-26 06:00:00,16.25,0.95,7.8,4.25
2017-09-26 07:00:00,21.67,0.94,7.67,3.37
2017-09-26 08:00:00,19.0,1.04,7.43,6.0
2017-09-26 09:00:00,17.75,0.97,7.55,4.97
2017-09-26 10:00:00,18.5,1.36,7.65,7.88
2017-09-26 11:00:00,31.0,1.3,7.68,6.0
2017-09-26 12:00:00,25.33,1.15,7.67,6.33
2017-09-26 13:00:00,17.0,1.05,7.9,3.83
2017-09-26 14:00:00,8.0,1.06,7.87,5.0
2017-09-26 15:00:00,9.25,1.25,7.3,6.8
2017-09-26 16:00:00,14.25,0.92,7.63,6.95
2017-09-26 17:00:00,19.25,1.0,7.68,9.92
2017-09-26 18:00:00,25.5,1.02,7.58,10.45
2017-09-26 19:00:00,33.25,1.13,7.65,12.5
2017-09-26 20:00:00,31.5,1.18,7.7,11.48
2017-09-26 21:00:00,22.0,1.06,7.87,9.47
2017-09-26 22:00:00,20.75,0.87,7.6,5.88
2017-09-26 23:00:00,29.0,0.82,7.93,5.57
2017-09-27 00:00:00,32.25,0.78,7.42,4.35
2017-09-27 01:00:00,24.0,0.74,7.5,4.05
2017-09-27 02:00:00,14.25,0.72,8.08,4.35
2017-09-27 03:00:00,12.5,0.72,7.8,4.25
2017-09-27 04:00:00,11.67,0.87,7.77,3.5
2017-09-27 05:00:00,5.25,0.89,7.38,3.25
2017-09-27 06:00:00,2.5,1.02,7.67,3.83
2017-09-27 07:00:00,12.25,1.1,7.33,4.75
2017-09-27 08:00:00,19.0,0.95,7.43,5.08
2017-09-27 09:00:00,18.0,1.03,7.6,7.2
2017-09-27 10:00:00,14.0,0.9,7.9,5.5
2017-09-27 11:00:00,10.75,0.87,7.77,5.05
2017-09-27 12:00:00,10.0,1.02,7.98,3.17
2017-09-27 13:00:00,9.25,1.08,7.58,3.95
2017-09-27 14:00:00,5.75,1.05,7.9,3.85
2017-09-27 15:00:00,3.5,1.07,7.8,2.9
2017-09-27 16:00:00,8.75,1.02,7.9,3.73
2017-09-27 17:00:00,12.75,1.19,7.62,7.12
2017-09-27 18:00:00,19.75,1.21,7.6,9.88
2017-09-27 19:00:00,23.5,1.26,7.73,11.0
2017-09-27 20:00:00,18.75,1.05,8.15,6.82
2017-09-27 21:00:00,14.75,1.04,7.55,5.75
2017-09-27 22:00:00,5.75,0.83,7.6,5.2
2017-09-27 23:00:00,8.0,0.8,7.7,3.6
2017-09-28 00:00:00,8.0,0.8,7.7,3.6
2017-09-28 01:00:00,4.25,0.75,7.68,3.45
2017-09-28 02:00:00,4.25,0.75,7.68,3.45
2017-09-28 03:00:00,4.25,0.75,7.68,3.45
2017-09-28 04:00:00,4.25,0.75,7.68,3.45
2017-09-28 05:00:00,4.25,0.75,7.68,3.45
2017-09-28 06:00:00,5.0,0.9,7.65,4.55
2017-09-28 07:00:00,6.75,1.01,7.28,6.17
2017-09-28 08:00:00,16.0,1.13,7.47,7.48
2017-09-28 09:00:00,15.0,0.74,7.23,3.95
2017-09-28 10:00:00,5.5,0.92,7.85,4.55
2017-09-28 11:00:00,13.0,0.91,7.65,5.25
2017-09-28 12:00:00,10.25,1.11,7.25,5.35
2017-09-28 13:00:00,7.5,0.93,7.72,3.97
2017-09-28 14:00:00,7.75,0.99,7.65,3.57
2017-09-28 15:00:00,11.0,1.05,7.88,5.35
2017-09-28 16:00:00,5.0,1.0,7.7,6.35
2017-09-28 17:00:00,5.0,1.0,7.7,6.35
2017-09-28 18:00:00,15.25,1.29,7.28,11.9
2017-09-28 19:00:00,16.5,1.05,7.25,9.78
2017-09-28 20:00:00,19.5,1.73,7.4,8.55
2017-09-28 21:00:00,27.0,2.13,7.35,7.95
2017-09-28 22:00:00,35.75,1.95,7.55,7.3
2017-09-28 23:00:00,29.0,1.18,7.7,7.1
2017-09-29 00:00:00,10.0,0.92,7.78,5.7
2017-09-29 01:00:00,6.0,0.84,7.67,5.63
2017-09-29 02:00:00,3.0,0.83,7.5,3.65
2017-09-29 03:00:00,0.5,0.81,7.68,4.12
2017-09-29 04:00:00,3.0,0.6,7.9,2.55
2017-09-29 05:00:00,6.0,0.68,7.67,3.82
2017-09-29 06:00:00,8.25,0.77,7.75,4.75
2017-09-29 07:00:00,15.0,0.88,7.43,4.17
2017-09-29 08:00:00,35.75,0.83,7.7,3.95
2017-09-29 09:00:00,9.75,0.95,7.85,5.0
2017-09-29 10:00:00,8.5,0.89,7.75,5.4
2017-09-29 11:00:00,14.75,0.82,7.45,4.65
2017-09-29 12:00:00,10.67,0.95,7.47,2.97
2017-09-29 13:00:00,9.25,1.0,7.6,2.98
2017-09-29 14:00:00,6.75,0.99,7.35,2.7
2017-09-29 15:00:00,5.5,0.93,7.38,3.18
2017-09-29 16:00:00,5.25,0.97,7.88,4.4
2017-09-29 17:00:00,10.25,1.09,7.55,4.45
2017-09-29 18:00:00,15.25,1.34,7.55,8.55
2017-09-29 19:00:00,21.0,1.44,7.5,8.32
2017-09-29 20:00:00,24.25,1.28,7.55,8.52
2017-09-29 21:00:00,15.0,1.15,7.22,6.62
2017-09-29 22:00:00,11.0,1.11,7.63,5.6
2017-09-29 23:00:00,10.0,1.03,7.27,4.55
2017-09-30 00:00:00,12.75,1.04,7.42,4.67
2017-09-30 01:00:00,11.0,1.02,7.38,2.95
2017-09-30 02:00:00,10.5,1.04,7.38,3.32
2017-09-30 03:00:00,14.75,0.99,7.2,3.35
2017-09-30 04:00:00,6.5,0.82,7.83,2.62
2017-09-30 05:00:00,10.0,0.82,7.33,2.25
2017-09-30 06:00:00,7.0,0.83,7.73,2.47
2017-09-30 07:00:00,5.25,0.84,7.77,2.55
2017-09-30 08:00:00,4.5,0.86,7.55,2.17
2017-09-30 09:00:00,9.5,1.01,7.9,4.05
2017-09-30 10:00:00,10.75,1.0,7.73,4.5
2017-09-30 11:00:00,9.33,0.93,7.57,3.4
2017-09-30 12:00:00,7.5,0.93,7.45,2.57
2017-09-30 13:00:00,5.25,0.96,7.65,2.0
2017-09-30 14:00:00,3.75,1.02,7.4,2.05
2017-09-30 15:00:00,7.0,1.08,7.43,2.32
2017-09-30 16:00:00,11.0,0.87,7.83,4.03
2017-09-30 17:00:00,16.0,0.88,7.55,4.72
2017-09-30 18:00:00,23.0,1.07,7.6,8.5
2017-09-30 19:00:00,21.0,0.97,7.65,6.38
2017-09-30 20:00:00,9.75,1.15,7.7,6.57
2017-09-30 21:00:00,11.25,1.14,7.77,6.4
2017-09-30 22:00:00,10.0,0.95,7.7,5.3
2017-09-30 23:00:00,13.0,0.81,7.37,4.03
2017-10-01 00:00:00,14.5,0.73,7.83,5.35
2017-10-01 01:00:00,10.67,0.41,5.0,2.8
2017-10-01 02:00:00,10.67,0.41,5.0,2.8
2017-10-01 03:00:00,1.25,0.14,1.95,0.93
2017-10-01 04:00:00,1.25,0.22,1.83,0.75
2017-10-01 05:00:00,3.75,0.21,1.88,0.75
2017-10-01 06:00:00,4.75,0.19,1.85,0.47
2017-10-01 07:00:00,4.75,0.23,1.88,0.52
2017-10-01 08:00:00,4.75,0.23,1.88,0.52
2017-10-01 09:00:00,4.75,0.23,1.88,0.52
2017-10-01 10:00:00,0.5,0.14,1.92,0.47
2017-10-01 11:00:00,0.5,0.14,1.92,0.47
2017-10-01 12:00:00,0.5,0.14,1.92,0.47
2017-10-01 13:00:00,1.25,0.2,1.95,0.47
2017-10-01 14:00:00,1.25,0.2,1.95,0.47
2017-10-01 15:00:00,0.5,0.22,1.88,0.6
2017-10-01 16:00:00,0.5,0.22,1.88,0.6
2017-10-01 17:00:00,0.5,0.22,1.88,0.6
2017-10-01 18:00:00,0.5,0.22,1.88,0.6
2017-10-01 19:00:00,0.5,0.22,1.88,0.6
2017-10-01 20:00:00,3.5,0.15,1.98,1.02
2017-10-01 21:00:00,3.5,0.15,1.98,1.02
2017-10-01 22:00:00,3.5,0.15,1.98,1.02
2017-10-01 23:00:00,3.5,0.15,1.98,1.02
2017-10-02 00:00:00,3.5,0.15,1.98,1.02
2017-10-02 01:00:00,0.5,0.19,2.05,0.68
2017-10-02 02:00:00,0.5,0.19,2.05,0.68
2017-10-02 03:00:00,0.5,0.19,2.05,0.68
2017-10-02 04:00:00,0.5,0.19,2.05,0.68
2017-10-02 05:00:00,0.5,0.19,2.05,0.68
2017-10-02 06:00:00,0.5,0.19,2.05,0.68
2017-10-02 07:00:00,0.5,0.19,2.05,0.68
2017-10-02 08:00:00,0.5,0.19,2.05,0.68
2017-10-02 09:00:00,0.5,0.19,2.05,0.68
2017-10-02 10:00:00,0.5,0.19,2.05,0.68
2017-10-02 11:00:00,0.5,0.19,2.05,0.68
2017-10-02 12:00:00,3.75,0.41,3.82,0.98
2017-10-02 13:00:00,3.75,0.41,3.82,0.98
2017-10-02 14:00:00,3.75,0.41,3.82,0.98
2017-10-02 15:00:00,1.75,0.22,1.98,0.43
2017-10-02 16:00:00,1.75,0.19,1.92,0.8
2017-10-02 17:00:00,1.75,0.19,1.92,0.8
2017-10-02 18:00:00,1.75,0.19,1.92,0.8
2017-10-02 19:00:00,1.75,0.19,1.92,0.8
2017-10-02 20:00:00,1.75,0.19,1.92,0.8
2017-10-02 21:00:00,1.75,0.19,1.92,0.8
2017-10-02 22:00:00,1.75,0.19,1.92,0.8
2017-10-02 23:00:00,1.75,0.19,1.92,0.8
2017-10-03 00:00:00,0.5,0.22,1.92,0.85
2017-10-03 01:00:00,0.5,0.22,1.92,0.85
2017-10-03 02:00:00,0.5,0.22,1.92,0.85
2017-10-03 03:00:00,0.5,0.22,1.92,0.85
2017-10-03 04:00:00,0.5,0.22,1.92,0.85
2017-10-03 05:00:00,0.5,0.22,1.92,0.85
2017-10-03 06:00:00,6.67,0.31,2.17,1.07
2017-10-03 07:00:00,6.67,0.31,2.17,1.07
2017-10-03 08:00:00,6.67,0.31,2.17,1.07
2017-10-03 09:00:00,5.0,0.26,1.9,1.1
2017-10-03 10:00:00,5.0,0.26,1.9,1.1
2017-10-03 11:00:00,5.0,0.26,1.9,1.1
2017-10-03 12:00:00,5.0,0.26,1.9,1.1
2017-10-03 13:00:00,5.0,0.26,1.9,1.1
2017-10-03 14:00:00,1.75,0.23,1.62,1.0
2017-10-03 15:00:00,1.75,0.23,1.62,1.0
2017-10-03 16:00:00,2.75,0.27,1.88,1.8
2017-10-03 17:00:00,2.75,0.27,1.88,1.8
2017-10-03 18:00:00,2.75,0.27,1.88,1.8
2017-10-03 19:00:00,7.5,0.38,1.92,2.22
2017-10-03 20:00:00,4.5,0.27,1.77,2.2
2017-10-03 21:00:00,4.5,0.27,1.77,2.2
2017-10-03 22:00:00,4.5,0.27,1.77,2.2
2017-10-03 23:00:00,4.5,0.27,1.77,2.2
2017-10-04 00:00:00,4.5,0.27,1.77,2.2
2017-10-04 01:00:00,8.0,0.28,2.03,1.02
2017-10-04 02:00:00,8.0,0.28,2.03,1.02
2017-10-04 03:00:00,8.0,0.28,2.03,1.02
2017-10-04 04:00:00,8.0,0.28,2.03,1.02
2017-10-04 05:00:00,8.0,0.28,2.03,1.02
2017-10-04 06:00:00,8.0,0.53,3.88,3.07
2017-10-04 07:00:00,9.75,0.25,1.95,1.25
2017-10-04 08:00:00,9.75,0.25,1.95,1.25
2017-10-04 09:00:00,9.75,0.25,1.95,1.25
2017-10-04 10:00:00,3.25,0.33,2.0,1.1
2017-10-04 11:00:00,2.75,0.33,1.95,1.2
2017-10-04 12:00:00,2.75,0.33,1.95,1.2
2017-10-04 13:00:00,2.75,0.33,1.95,1.2
2017-10-04 14:00:00,2.75,0.33,1.95,1.2
2017-10-04 15:00:00,2.75,0.33,1.95,1.2
2017-10-04 16:00:00,5.5,0.31,2.0,1.88
2017-10-04 17:00:00,5.5,0.31,2.0,1.88
2017-10-04 18:00:00,5.5,0.31,2.0,1.88
2017-10-04 19:00:00,9.0,0.34,1.88,3.7
2017-10-04 20:00:00,9.0,0.34,1.88,3.7
2017-10-04 21:00:00,9.0,0.34,1.88,3.7
2017-10-04 22:00:00,9.0,0.34,1.88,3.7
2017-10-04 23:00:00,9.0,0.34,1.88,3.7
2017-10-05 00:00:00,9.0,0.34,1.88,3.7
2017-10-05 01:00:00,9.0,0.34,1.88,3.7
2017-10-05 02:00:00,9.0,0.34,1.88,3.7
2017-10-05 03:00:00,6.67,0.27,2.27,2.4
2017-10-05 04:00:00,5.5,0.2,1.95,1.1
2017-10-05 05:00:00,5.5,0.2,1.95,1.1
2017-10-05 06:00:00,6.25,0.23,1.85,1.5
2017-10-05 07:00:00,6.25,0.23,1.85,1.5
2017-10-05 08:00:00,6.25,0.23,1.85,1.5
2017-10-05 09:00:00,6.25,0.23,1.85,1.5
2017-10-05 10:00:00,6.25,0.23,1.85,1.5
2017-10-05 11:00:00,6.25,0.23,1.85,1.5
2017-10-05 12:00:00,6.25,0.23,1.85,1.5
2017-10-05 13:00:00,6.25,0.23,1.85,1.5
2017-10-05 14:00:00,8.33,0.37,2.63,1.5
2017-10-05 15:00:00,8.33,0.37,2.63,1.5
2017-10-05 16:00:00,8.33,0.37,2.63,1.5
2017-10-05 17:00:00,8.33,0.37,2.63,1.5
2017-10-05 18:00:00,8.33,0.37,2.63,1.5
2017-10-05 19:00:00,8.33,0.37,2.63,1.5
2017-10-05 20:00:00,8.33,0.37,2.63,1.5
2017-10-05 21:00:00,8.33,0.37,2.63,1.5
2017-10-05 22:00:00,8.33,0.37,2.63,1.5
2017-10-05 23:00:00,8.33,0.37,2.63,1.5
2017-10-06 00:00:00,8.33,0.37,2.63,1.5
2017-10-06 01:00:00,8.33,0.37,2.63,1.5
2017-10-06 02:00:00,8.33,0.37,2.63,1.5
2017-10-06 03:00:00,8.33,0.37,2.63,1.5
2017-10-06 04:00:00,8.33,0.37,2.63,1.5
2017-10-06 05:00:00,8.33,0.37,2.63,1.5
2017-10-06 06:00:00,8.33,0.37,2.63,1.5
2017-10-06 07:00:00,8.33,0.37,2.63,1.5
2017-10-06 08:00:00,8.33,0.37,2.63,1.5
2017-10-06 09:00:00,8.33,0.37,2.63,1.5
2017-10-06 10:00:00,8.33,0.37,2.63,1.5
2017-10-06 11:00:00,8.33,0.37,2.63,1.5
2017-10-06 12:00:00,8.33,0.37,2.63,1.5
2017-10-06 13:00:00,8.33,0.37,2.63,1.5
2017-10-06 14:00:00,8.33,0.37,2.63,1.5
2017-10-06 15:00:00,8.33,0.37,2.63,1.5
2017-10-06 16:00:00,8.33,0.37,2.63,1.5
2017-10-06 17:00:00,8.33,0.37,2.63,1.5
2017-10-06 18:00:00,8.33,0.37,2.63,1.5
2017-10-06 19:00:00,8.33,0.37,2.63,1.5
2017-10-06 20:00:00,8.33,0.37,2.63,1.5
2017-10-06 21:00:00,8.33,0.37,2.63,1.5
2017-10-06 22:00:00,8.33,0.37,2.63,1.5
2017-10-06 23:00:00,8.33,0.37,2.63,1.5
2017-10-07 00:00:00,8.33,0.37,2.63,1.5
2017-10-07 01:00:00,8.33,0.37,2.63,1.5
2017-10-07 02:00:00,8.33,0.37,2.63,1.5
2017-10-07 03:00:00,8.33,0.37,2.63,1.5
2017-10-07 04:00:00,8.33,0.37,2.63,1.5
2017-10-07 05:00:00,8.33,0.37,2.63,1.5
2017-10-07 06:00:00,8.33,0.37,2.63,1.5
2017-10-07 07:00:00,8.33,0.37,2.63,1.5
2017-10-07 08:00:00,8.33,0.37,2.63,1.5
2017-10-07 09:00:00,8.33,0.37,2.63,1.5
2017-10-07 10:00:00,8.33,0.37,2.63,1.5
2017-10-07 11:00:00,8.33,0.37,2.63,1.5
2017-10-07 12:00:00,8.33,0.37,2.63,1.5
2017-10-07 13:00:00,8.33,0.37,2.63,1.5
2017-10-07 14:00:00,8.33,0.37,2.63,1.5
2017-10-07 15:00:00,8.33,0.37,2.63,1.5
2017-10-07 16:00:00,8.33,0.37,2.63,1.5
2017-10-07 17:00:00,8.33,0.37,2.63,1.5
2017-10-07 18:00:00,8.33,0.37,2.63,1.5
2017-10-07 19:00:00,8.33,0.37,2.63,1.5
2017-10-07 20:00:00,8.33,0.37,2.63,1.5
2017-10-07 21:00:00,8.33,0.37,2.63,1.5
2017-10-07 22:00:00,8.33,0.37,2.63,1.5
2017-10-07 23:00:00,8.33,0.37,2.63,1.5
2017-10-08 00:00:00,8.33,0.37,2.63,1.5
2017-10-08 01:00:00,8.33,0.37,2.63,1.5
2017-10-08 02:00:00,8.33,0.37,2.63,1.5
2017-10-08 03:00:00,8.33,0.37,2.63,1.5
2017-10-08 04:00:00,8.33,0.37,2.63,1.5
2017-10-08 05:00:00,8.33,0.37,2.63,1.5
2017-10-08 06:00:00,8.33,0.37,2.63,1.5
2017-10-08 07:00:00,8.33,0.37,2.63,1.5
2017-10-08 08:00:00,8.33,0.37,2.63,1.5
2017-10-08 09:00:00,8.33,0.37,2.63,1.5
2017-10-08 10:00:00,8.33,0.37,2.63,1.5
2017-10-08 11:00:00,8.33,0.37,2.63,1.5
2017-10-08 12:00:00,8.33,0.37,2.63,1.5
2017-10-08 13:00:00,8.33,0.37,2.63,1.5
2017-10-08 14:00:00,8.33,0.37,2.63,1.5
2017-10-08 15:00:00,8.33,0.37,2.63,1.5
2017-10-08 16:00:00,8.33,0.37,2.63,1.5
2017-10-08 17:00:00,8.33,0.37,2.63,1.5
2017-10-08 18:00:00,8.33,0.37,2.63,1.5
2017-10-08 19:00:00,8.33,0.37,2.63,1.5
2017-10-08 20:00:00,8.33,0.37,2.63,1.5
2017-10-08 21:00:00,8.33,0.37,2.63,1.5
2017-10-08 22:00:00,8.33,0.37,2.63,1.5
2017-10-08 23:00:00,8.33,0.37,2.63,1.5
2017-10-09 00:00:00,8.33,0.37,2.63,1.5
2017-10-09 01:00:00,8.33,0.37,2.63,1.5
2017-10-09 02:00:00,8.33,0.37,2.63,1.5
2017-10-09 03:00:00,8.33,0.37,2.63,1.5
2017-10-09 04:00:00,8.33,0.37,2.63,1.5
2017-10-09 05:00:00,8.33,0.37,2.63,1.5
2017-10-09 06:00:00,8.33,0.37,2.63,1.5
2017-10-09 07:00:00,8.33,0.37,2.63,1.5
2017-10-09 08:00:00,8.33,0.37,2.63,1.5
2017-10-09 09:00:00,8.33,0.37,2.63,1.5
2017-10-09 10:00:00,8.33,0.37,2.63,1.5
2017-10-09 11:00:00,8.33,0.37,2.63,1.5
2017-10-09 12:00:00,8.33,0.37,2.63,1.5
2017-10-09 13:00:00,8.33,0.37,2.63,1.5
2017-10-09 14:00:00,8.33,0.37,2.63,1.5
2017-10-09 15:00:00,8.33,0.37,2.63,1.5
2017-10-09 16:00:00,8.33,0.37,2.63,1.5
2017-10-09 17:00:00,8.33,0.37,2.63,1.5
2017-10-09 18:00:00,8.33,0.37,2.63,1.5
2017-10-09 19:00:00,8.33,0.37,2.63,1.5
2017-10-09 20:00:00,8.33,0.37,2.63,1.5
2017-10-09 21:00:00,8.33,0.37,2.63,1.5
2017-10-09 22:00:00,8.33,0.37,2.63,1.5
2017-10-09 23:00:00,8.33,0.37,2.63,1.5
2017-10-10 00:00:00,8.33,0.37,2.63,1.5
2017-10-10 01:00:00,8.33,0.37,2.63,1.5
2017-10-10 02:00:00,8.33,0.37,2.63,1.5
2017-10-10 03:00:00,8.33,0.37,2.63,1.5
2017-10-10 04:00:00,8.33,0.37,2.63,1.5
2017-10-10 05:00:00,8.33,0.37,2.63,1.5
2017-10-10 06:00:00,8.33,0.37,2.63,1.5
2017-10-10 07:00:00,8.33,0.37,2.63,1.5
2017-10-10 08:00:00,8.33,0.37,2.63,1.5
2017-10-10 09:00:00,8.33,0.37,2.63,1.5
2017-10-10 10:00:00,8.33,0.37,2.63,1.5
2017-10-10 11:00:00,8.33,0.37,2.63,1.5
2017-10-10 12:00:00,8.33,0.37,2.63,1.5
2017-10-10 13:00:00,8.33,0.37,2.63,1.5
2017-10-10 14:00:00,8.33,0.37,2.63,1.5
2017-10-10 15:00:00,8.33,0.37,2.63,1.5
2017-10-10 16:00:00,8.33,0.37,2.63,1.5
2017-10-10 17:00:00,8.33,0.37,2.63,1.5
2017-10-10 18:00:00,8.33,0.37,2.63,1.5
2017-10-10 19:00:00,8.33,0.37,2.63,1.5
2017-10-10 20:00:00,8.33,0.37,2.63,1.5
2017-10-10 21:00:00,8.33,0.37,2.63,1.5
2017-10-10 22:00:00,8.33,0.37,2.63,1.5
2017-10-10 23:00:00,8.33,0.37,2.63,1.5
2017-10-11 00:00:00,8.33,0.37,2.63,1.5
2017-10-11 01:00:00,8.33,0.37,2.63,1.5
2017-10-11 02:00:00,8.33,0.37,2.63,1.5
2017-10-11 03:00:00,8.33,0.37,2.63,1.5
2017-10-11 04:00:00,8.33,0.37,2.63,1.5
2017-10-11 05:00:00,8.33,0.37,2.63,1.5
2017-10-11 06:00:00,8.33,0.37,2.63,1.5
2017-10-11 07:00:00,8.33,0.37,2.63,1.5
2017-10-11 08:00:00,8.33,0.37,2.63,1.5
2017-10-11 09:00:00,8.33,0.37,2.63,1.5
2017-10-11 10:00:00,8.33,0.37,2.63,1.5
2017-10-11 11:00:00,8.33,0.37,2.63,1.5
2017-10-11 12:00:00,8.33,0.37,2.63,1.5
2017-10-11 13:00:00,8.33,0.37,2.63,1.5
2017-10-11 14:00:00,8.33,0.37,2.63,1.5
2017-10-11 15:00:00,8.33,0.37,2.63,1.5
2017-10-11 16:00:00,8.33,0.37,2.63,1.5
2017-10-11 17:00:00,8.33,0.37,2.63,1.5
2017-10-11 18:00:00,8.33,0.37,2.63,1.5
2017-10-11 19:00:00,8.33,0.37,2.63,1.5
2017-10-11 20:00:00,8.33,0.37,2.63,1.5
2017-10-11 21:00:00,8.33,0.37,2.63,1.5
2017-10-11 22:00:00,8.33,0.37,2.63,1.5
2017-10-11 23:00:00,8.33,0.37,2.63,1.5
2017-10-12 00:00:00,8.33,0.37,2.63,1.5
2017-10-12 01:00:00,8.33,0.37,2.63,1.5
2017-10-12 02:00:00,8.33,0.37,2.63,1.5
2017-10-12 03:00:00,8.33,0.37,2.63,1.5
2017-10-12 04:00:00,8.33,0.37,2.63,1.5
2017-10-12 05:00:00,8.33,0.37,2.63,1.5
2017-10-12 06:00:00,8.33,0.37,2.63,1.5
2017-10-12 07:00:00,8.33,0.37,2.63,1.5
2017-10-12 08:00:00,8.33,0.37,2.63,1.5
2017-10-12 09:00:00,8.33,0.37,2.63,1.5
2017-10-12 10:00:00,8.33,0.37,2.63,1.5
2017-10-12 11:00:00,8.33,0.37,2.63,1.5
2017-10-12 12:00:00,8.33,0.37,2.63,1.5
2017-10-12 13:00:00,8.33,0.37,2.63,1.5
2017-10-12 14:00:00,8.33,0.37,2.63,1.5
2017-10-12 15:00:00,8.33,0.37,2.63,1.5
2017-10-12 16:00:00,8.33,0.37,2.63,1.5
2017-10-12 17:00:00,8.33,0.37,2.63,1.5
2017-10-12 18:00:00,8.33,0.37,2.63,1.5
2017-10-12 19:00:00,8.33,0.37,2.63,1.5
2017-10-12 20:00:00,8.33,0.37,2.63,1.5
2017-10-12 21:00:00,8.33,0.37,2.63,1.5
2017-10-12 22:00:00,8.33,0.37,2.63,1.5
2017-10-12 23:00:00,8.33,0.37,2.63,1.5
2017-10-13 00:00:00,8.33,0.37,2.63,1.5
2017-10-13 01:00:00,8.33,0.37,2.63,1.5
2017-10-13 02:00:00,8.33,0.37,2.63,1.5
2017-10-13 03:00:00,8.33,0.37,2.63,1.5
2017-10-13 04:00:00,8.33,0.37,2.63,1.5
2017-10-13 05:00:00,8.33,0.37,2.63,1.5
2017-10-13 06:00:00,8.33,0.37,2.63,1.5
2017-10-13 07:00:00,8.33,0.37,2.63,1.5
2017-10-13 08:00:00,8.33,0.37,2.63,1.5
2017-10-13 09:00:00,8.33,0.37,2.63,1.5
2017-10-13 10:00:00,8.33,0.37,2.63,1.5
2017-10-13 11:00:00,8.33,0.37,2.63,1.5
2017-10-13 12:00:00,8.33,0.37,2.63,1.5
2017-10-13 13:00:00,8.33,0.37,2.63,1.5
2017-10-13 14:00:00,8.33,0.37,2.63,1.5
2017-10-13 15:00:00,8.33,0.37,2.63,1.5
2017-10-13 16:00:00,8.33,0.37,2.63,1.5
2017-10-13 17:00:00,8.33,0.37,2.63,1.5
2017-10-13 18:00:00,8.33,0.37,2.63,1.5
2017-10-13 19:00:00,8.33,0.37,2.63,1.5
2017-10-13 20:00:00,8.33,0.37,2.63,1.5
2017-10-13 21:00:00,8.33,0.37,2.63,1.5
2017-10-13 22:00:00,8.33,0.37,2.63,1.5
2017-10-13 23:00:00,8.33,0.37,2.63,1.5
2017-10-14 00:00:00,8.33,0.37,2.63,1.5
2017-10-14 01:00:00,8.33,0.37,2.63,1.5
2017-10-14 02:00:00,8.33,0.37,2.63,1.5
2017-10-14 03:00:00,8.33,0.37,2.63,1.5
2017-10-14 04:00:00,8.33,0.37,2.63,1.5
2017-10-14 05:00:00,8.33,0.37,2.63,1.5
2017-10-14 06:00:00,8.33,0.37,2.63,1.5
2017-10-14 07:00:00,8.33,0.37,2.63,1.5
2017-10-14 08:00:00,8.33,0.37,2.63,1.5
2017-10-14 09:00:00,8.33,0.37,2.63,1.5
2017-10-14 10:00:00,8.33,0.37,2.63,1.5
2017-10-14 11:00:00,8.33,0.37,2.63,1.5
2017-10-14 12:00:00,8.33,0.37,2.63,1.5
2017-10-14 13:00:00,8.33,0.37,2.63,1.5
2017-10-14 14:00:00,8.33,0.37,2.63,1.5
2017-10-14 15:00:00,8.33,0.37,2.63,1.5
2017-10-14 16:00:00,8.33,0.37,2.63,1.5
2017-10-14 17:00:00,8.33,0.37,2.63,1.5
2017-10-14 18:00:00,8.33,0.37,2.63,1.5
2017-10-14 19:00:00,8.33,0.37,2.63,1.5
2017-10-14 20:00:00,8.33,0.37,2.63,1.5
2017-10-14 21:00:00,8.33,0.37,2.63,1.5
2017-10-14 22:00:00,8.33,0.37,2.63,1.5
2017-10-14 23:00:00,8.33,0.37,2.63,1.5
2017-10-15 00:00:00,8.33,0.37,2.63,1.5
2017-10-15 01:00:00,8.33,0.37,2.63,1.5
2017-10-15 02:00:00,8.33,0.37,2.63,1.5
2017-10-15 03:00:00,8.33,0.37,2.63,1.5
2017-10-15 04:00:00,8.33,0.37,2.63,1.5
2017-10-15 05:00:00,8.33,0.37,2.63,1.5
2017-10-15 06:00:00,8.33,0.37,2.63,1.5
2017-10-15 07:00:00,8.33,0.37,2.63,1.5
2017-10-15 08:00:00,8.33,0.37,2.63,1.5
2017-10-15 09:00:00,8.33,0.37,2.63,1.5
2017-10-15 10:00:00,8.33,0.37,2.63,1.5
2017-10-15 11:00:00,8.33,0.37,2.63,1.5
2017-10-15 12:00:00,8.33,0.37,2.63,1.5
2017-10-15 13:00:00,8.33,0.37,2.63,1.5
2017-10-15 14:00:00,8.33,0.37,2.63,1.5
2017-10-15 15:00:00,8.33,0.37,2.63,1.5
2017-10-15 16:00:00,8.33,0.37,2.63,1.5
2017-10-15 17:00:00,8.33,0.37,2.63,1.5
2017-10-15 18:00:00,8.33,0.37,2.63,1.5
2017-10-15 19:00:00,8.33,0.37,2.63,1.5
2017-10-15 20:00:00,8.33,0.37,2.63,1.5
2017-10-15 21:00:00,8.33,0.37,2.63,1.5
2017-10-15 22:00:00,8.33,0.37,2.63,1.5
2017-10-15 23:00:00,8.33,0.37,2.63,1.5
2017-10-16 00:00:00,8.33,0.37,2.63,1.5
