datetime,PM2.5 (ug/m3),CO (mg/m3),Ozone (ug/m3),NOx (ug/m3)
2019-12-02 00:00:00,2.0,1.53,15.47,17.73
2019-12-02 01:00:00,2.0,1.53,15.47,17.73
2019-12-02 02:00:00,11.0,0.62,71.63,1.57
2019-12-02 03:00:00,11.0,0.62,71.63,1.57
2019-12-02 04:00:00,11.0,0.62,71.63,1.57
2019-12-02 05:00:00,11.0,0.62,71.63,1.57
2019-12-02 06:00:00,11.0,0.62,71.63,1.57
2019-12-02 07:00:00,11.0,0.62,71.63,1.57
2019-12-02 08:00:00,11.0,0.62,71.63,1.57
2019-12-02 09:00:00,20.5,1.1,22.88,12.55
2019-12-02 10:00:00,25.25,0.56,26.83,11.92
2019-12-02 11:00:00,26.0,0.96,30.35,8.35
2019-12-02 12:00:00,26.0,0.96,30.35,8.35
2019-12-02 13:00:00,26.0,0.96,30.35,8.35
2019-12-02 14:00:00,26.0,0.96,30.35,8.35
2019-12-02 15:00:00,26.0,0.96,30.35,8.35
2019-12-02 16:00:00,26.0,0.96,30.35,8.35
2019-12-02 17:00:00,26.0,0.96,30.35,8.35
2019-12-02 18:00:00,26.0,0.96,30.35,8.35
2019-12-02 19:00:00,12.0,1.41,17.9,18.85
2019-12-02 20:00:00,48.0,1.33,21.1,16.2
2019-12-02 21:00:00,48.0,1.33,21.1,16.2
2019-12-02 22:00:00,48.0,1.33,21.1,16.2
2019-12-02 23:00:00,7.67,1.59,14.33,15.73
2019-12-03 00:00:00,19.25,1.61,14.08,17.1
2019-12-03 01:00:00,8.0,1.55,14.95,12.72
2019-12-03 02:00:00,8.0,1.55,14.95,12.72
2019-12-03 03:00:00,8.0,1.55,14.95,12.72
2019-12-03 04:00:00,4.0,0.96,7.75,5.38
2019-12-03 05:00:00,4.0,0.9,13.88,4.33
2019-12-03 06:00:00,4.0,0.9,13.88,4.33
2019-12-03 07:00:00,4.0,0.9,13.88,4.33
2019-12-03 08:00:00,23.0,1.18,14.05,10.68
2019-12-03 09:00:00,18.75,1.07,20.2,12.85
2019-12-03 10:00:00,18.75,1.07,20.2,12.85
2019-12-03 11:00:00,18.75,1.07,20.2,12.85
2019-12-03 12:00:00,18.75,1.07,20.2,12.85
2019-12-03 13:00:00,18.75,1.07,20.2,12.85
2019-12-03 14:00:00,18.75,1.07,20.2,12.85
2019-12-03 15:00:00,18.75,1.07,20.2,12.85
2019-12-03 16:00:00,18.75,1.07,20.2,12.85
2019-12-03 17:00:00,18.75,1.07,20.2,12.85
2019-12-03 18:00:00,29.75,1.95,19.02,41.68
2019-12-03 19:00:00,29.75,1.95,19.02,41.68
2019-12-03 20:00:00,29.75,1.95,19.02,41.68
2019-12-03 21:00:00,29.75,1.95,19.02,41.68
2019-12-03 22:00:00,29.75,1.95,19.02,41.68
2019-12-03 23:00:00,61.5,2.75,14.38,33.7
2019-12-04 00:00:00,53.0,1.92,13.8,21.88
2019-12-04 01:00:00,53.0,1.92,13.8,21.88
2019-12-04 02:00:00,53.0,1.92,13.8,21.88
2019-12-04 03:00:00,16.75,1.0,16.85,7.88
2019-12-04 04:00:00,16.75,1.0,16.85,7.88
2019-12-04 05:00:00,16.75,1.0,16.85,7.88
2019-12-04 06:00:00,16.75,1.0,16.85,7.88
2019-12-04 07:00:00,23.0,1.61,15.05,18.52
2019-12-04 08:00:00,23.0,1.61,15.05,18.52
2019-12-04 09:00:00,23.0,1.61,15.05,18.52
2019-12-04 10:00:00,23.0,1.61,15.05,18.52
2019-12-04 11:00:00,23.0,1.61,15.05,18.52
2019-12-04 12:00:00,23.0,1.61,15.05,18.52
2019-12-04 13:00:00,23.0,1.61,15.05,18.52
2019-12-04 14:00:00,23.0,1.61,15.05,18.52
2019-12-04 15:00:00,23.0,1.61,15.05,18.52
2019-12-04 16:00:00,23.0,1.61,15.05,18.52
2019-12-04 17:00:00,23.0,1.61,15.05,18.52
2019-12-04 18:00:00,23.0,1.61,15.05,18.52
2019-12-04 19:00:00,23.0,1.61,15.05,18.52
2019-12-04 20:00:00,23.0,1.61,15.05,18.52
2019-12-04 21:00:00,23.0,1.61,15.05,18.52
2019-12-04 22:00:00,23.0,1.61,15.05,18.52
2019-12-04 23:00:00,23.0,1.61,15.05,18.52
2019-12-05 00:00:00,23.0,1.61,15.05,18.52
2019-12-05 01:00:00,23.0,1.61,15.05,18.52
2019-12-05 02:00:00,23.0,1.61,15.05,18.52
2019-12-05 03:00:00,22.5,0.92,24.12,5.05
2019-12-05 04:00:00,23.5,1.09,14.85,5.47
2019-12-05 05:00:00,24.0,1.17,15.53,9.7
2019-12-05 06:00:00,33.75,1.28,15.15,14.45
2019-12-05 07:00:00,39.0,1.34,19.97,14.03
2019-12-05 08:00:00,37.5,1.84,23.27,19.33
2019-12-05 09:00:00,65.25,1.32,35.17,14.9
2019-12-05 10:00:00,50.0,0.81,43.63,10.7
2019-12-05 11:00:00,50.0,0.81,43.63,10.7
2019-12-05 12:00:00,50.0,0.81,43.63,10.7
2019-12-05 13:00:00,36.0,0.99,52.8,3.9
2019-12-05 14:00:00,23.0,0.94,48.25,4.15
2019-12-05 15:00:00,23.0,0.94,48.25,4.15
2019-12-05 16:00:00,23.0,0.94,48.25,4.15
2019-12-05 17:00:00,51.0,1.11,38.5,9.07
2019-12-05 18:00:00,51.0,1.11,38.5,9.07
2019-12-05 19:00:00,27.33,1.35,27.1,11.03
2019-12-05 20:00:00,46.5,1.27,30.3,11.88
2019-12-05 21:00:00,49.33,1.69,22.43,28.0
2019-12-05 22:00:00,49.33,1.69,22.43,28.0
2019-12-05 23:00:00,49.33,1.69,22.43,28.0
2019-12-06 00:00:00,42.0,1.24,24.98,13.75
2019-12-06 01:00:00,27.0,0.77,65.22,3.28
2019-12-06 02:00:00,27.0,0.77,65.22,3.28
2019-12-06 03:00:00,27.0,0.77,65.22,3.28
2019-12-06 04:00:00,17.0,0.75,80.9,2.7
2019-12-06 05:00:00,14.5,0.77,80.05,3.98
2019-12-06 06:00:00,11.25,0.77,76.67,3.85
2019-12-06 07:00:00,24.0,0.94,66.57,7.57
2019-12-06 08:00:00,38.25,1.56,46.02,35.0
2019-12-06 09:00:00,45.5,1.02,56.8,14.77
2019-12-06 10:00:00,45.5,1.02,56.8,14.77
2019-12-06 11:00:00,21.75,0.84,73.38,6.92
2019-12-06 12:00:00,21.75,0.84,73.38,6.92
2019-12-06 13:00:00,16.0,0.88,67.8,4.17
2019-12-06 14:00:00,32.0,0.86,69.6,4.73
2019-12-06 15:00:00,32.0,0.92,73.65,5.55
2019-12-06 16:00:00,27.0,0.99,70.8,9.13
2019-12-06 17:00:00,27.0,0.95,68.95,6.05
2019-12-06 18:00:00,27.0,0.95,68.95,6.05
2019-12-06 19:00:00,39.0,1.75,35.2,28.65
2019-12-06 20:00:00,97.0,2.65,17.7,48.7
2019-12-06 21:00:00,75.5,2.34,16.07,35.88
2019-12-06 22:00:00,75.5,2.34,16.07,35.88
2019-12-06 23:00:00,75.5,2.34,16.07,35.88
2019-12-07 00:00:00,75.5,2.34,16.07,35.88
2019-12-07 01:00:00,75.5,2.34,16.07,35.88
2019-12-07 02:00:00,75.5,2.34,16.07,35.88
2019-12-07 03:00:00,75.5,2.34,16.07,35.88
2019-12-07 04:00:00,24.75,1.16,21.9,6.08
2019-12-07 05:00:00,6.0,1.14,18.98,6.4
2019-12-07 06:00:00,6.0,1.14,18.98,6.4
2019-12-07 07:00:00,6.0,1.14,18.98,6.4
2019-12-07 08:00:00,6.0,1.14,18.98,6.4
2019-12-07 09:00:00,6.0,1.14,18.98,6.4
2019-12-07 10:00:00,6.0,1.14,18.98,6.4
2019-12-07 11:00:00,6.0,1.14,18.98,6.4
2019-12-07 12:00:00,6.0,1.14,18.98,6.4
2019-12-07 13:00:00,6.0,1.14,18.98,6.4
2019-12-07 14:00:00,6.0,1.14,18.98,6.4
2019-12-07 15:00:00,6.0,1.14,18.98,6.4
2019-12-07 16:00:00,6.0,1.14,18.98,6.4
2019-12-07 17:00:00,6.0,1.14,18.98,6.4
2019-12-07 18:00:00,6.0,1.14,18.98,6.4
2019-12-07 19:00:00,27.0,1.1,30.15,11.2
2019-12-07 20:00:00,20.25,1.54,22.05,16.42
2019-12-07 21:00:00,2.5,1.47,28.33,14.07
2019-12-07 22:00:00,2.5,1.47,28.33,14.07
2019-12-07 23:00:00,2.5,1.47,28.33,14.07
2019-12-08 00:00:00,2.5,1.47,28.33,14.07
2019-12-08 01:00:00,2.5,1.47,28.33,14.07
2019-12-08 02:00:00,2.5,1.47,28.33,14.07
2019-12-08 03:00:00,2.5,1.47,28.33,14.07
2019-12-08 04:00:00,2.5,1.47,28.33,14.07
2019-12-08 05:00:00,2.25,1.17,17.0,8.05
2019-12-08 06:00:00,2.25,1.17,17.0,8.05
2019-12-08 07:00:00,2.25,1.17,17.0,8.05
2019-12-08 08:00:00,2.25,1.17,17.0,8.05
2019-12-08 09:00:00,2.25,1.17,17.0,8.05
2019-12-08 10:00:00,2.25,1.17,17.0,8.05
2019-12-08 11:00:00,2.25,1.17,17.0,8.05
2019-12-08 12:00:00,2.25,1.17,17.0,8.05
2019-12-08 13:00:00,2.25,1.17,17.0,8.05
2019-12-08 14:00:00,2.25,1.17,17.0,8.05
2019-12-08 15:00:00,2.25,1.17,17.0,8.05
2019-12-08 16:00:00,2.25,1.17,17.0,8.05
2019-12-08 17:00:00,2.25,1.17,17.0,8.05
2019-12-08 18:00:00,2.25,1.17,17.0,8.05
2019-12-08 19:00:00,2.25,1.17,17.0,8.05
2019-12-08 20:00:00,2.25,1.17,17.0,8.05
2019-12-08 21:00:00,2.25,1.17,17.0,8.05
2019-12-08 22:00:00,2.25,1.17,17.0,8.05
2019-12-08 23:00:00,2.25,1.17,17.0,8.05
2019-12-09 00:00:00,2.25,1.17,17.0,8.05
2019-12-09 01:00:00,2.25,1.17,17.0,8.05
2019-12-09 02:00:00,2.25,1.17,17.0,8.05
2019-12-09 03:00:00,2.25,1.17,17.0,8.05
2019-12-09 04:00:00,2.25,1.17,17.0,8.05
2019-12-09 05:00:00,3.0,0.9,24.3,5.03
2019-12-09 06:00:00,5.25,1.11,19.2,10.18
2019-12-09 07:00:00,5.0,1.3,22.98,12.85
2019-12-09 08:00:00,20.0,1.49,36.23,23.9
2019-12-09 09:00:00,20.0,1.49,36.23,23.9
2019-12-09 10:00:00,20.0,1.49,36.23,23.9
2019-12-09 11:00:00,20.0,1.49,36.23,23.9
2019-12-09 12:00:00,20.0,1.49,36.23,23.9
2019-12-09 13:00:00,20.0,1.49,36.23,23.9
2019-12-09 14:00:00,20.0,1.49,36.23,23.9
2019-12-09 15:00:00,20.0,1.49,36.23,23.9
2019-12-09 16:00:00,20.0,1.49,36.23,23.9
2019-12-09 17:00:00,20.0,1.49,36.23,23.9
2019-12-09 18:00:00,20.0,1.49,36.23,23.9
2019-12-09 19:00:00,20.0,1.49,36.23,23.9
2019-12-09 20:00:00,20.0,1.49,36.23,23.9
2019-12-09 21:00:00,20.0,1.49,36.23,23.9
2019-12-09 22:00:00,20.0,1.49,36.23,23.9
2019-12-09 23:00:00,20.0,1.49,36.23,23.9
2019-12-10 00:00:00,20.0,1.49,36.23,23.9
2019-12-10 01:00:00,20.0,1.49,36.23,23.9
2019-12-10 02:00:00,20.0,1.49,36.23,23.9
2019-12-10 03:00:00,20.0,1.49,36.23,23.9
2019-12-10 04:00:00,20.0,1.49,36.23,23.9
2019-12-10 05:00:00,20.0,1.49,36.23,23.9
2019-12-10 06:00:00,20.0,1.49,36.23,23.9
2019-12-10 07:00:00,20.0,1.49,36.23,23.9
2019-12-10 08:00:00,20.0,1.49,36.23,23.9
2019-12-10 09:00:00,20.0,1.49,36.23,23.9
2019-12-10 10:00:00,20.0,1.49,36.23,23.9
2019-12-10 11:00:00,20.0,1.49,36.23,23.9
2019-12-10 12:00:00,20.0,1.49,36.23,23.9
2019-12-10 13:00:00,20.0,1.49,36.23,23.9
2019-12-10 14:00:00,20.0,1.49,36.23,23.9
2019-12-10 15:00:00,20.0,1.49,36.23,23.9
2019-12-10 16:00:00,20.0,1.49,36.23,23.9
2019-12-10 17:00:00,20.0,1.49,36.23,23.9
2019-12-10 18:00:00,20.0,1.49,36.23,23.9
2019-12-10 19:00:00,38.5,1.74,40.62,41.62
2019-12-10 20:00:00,38.5,1.74,40.62,41.62
2019-12-10 21:00:00,50.0,1.86,24.85,21.62
2019-12-10 22:00:00,79.25,2.24,16.8,24.43
2019-12-10 23:00:00,104.25,1.98,18.0,20.9
2019-12-11 00:00:00,100.25,1.67,21.5,14.9
2019-12-11 01:00:00,73.0,1.12,36.55,6.53
2019-12-11 02:00:00,29.5,0.94,75.28,6.45
2019-12-11 03:00:00,16.0,0.98,40.03,5.5
2019-12-11 04:00:00,15.0,0.97,27.6,7.12
2019-12-11 05:00:00,15.0,1.03,22.13,7.23
2019-12-11 06:00:00,11.5,1.08,20.93,6.57
2019-12-11 07:00:00,16.5,1.32,21.18,9.93
2019-12-11 08:00:00,27.5,1.44,26.6,16.68
2019-12-11 09:00:00,28.25,1.33,43.45,24.38
2019-12-11 10:00:00,28.25,1.33,43.45,24.38
2019-12-11 11:00:00,37.25,1.66,51.5,18.0
2019-12-11 12:00:00,51.0,1.45,57.23,105.3
2019-12-11 13:00:00,51.0,1.45,57.23,105.3
2019-12-11 14:00:00,20.25,1.29,60.7,17.57
2019-12-11 15:00:00,6.5,1.3,58.53,19.77
2019-12-11 16:00:00,12.0,1.32,56.45,23.45
2019-12-11 17:00:00,23.0,1.32,51.55,22.55
2019-12-11 18:00:00,24.5,1.51,46.65,28.82
2019-12-11 19:00:00,38.0,1.86,35.57,45.03
2019-12-11 20:00:00,34.5,1.84,26.75,30.88
2019-12-11 21:00:00,37.0,2.01,18.77,24.67
2019-12-11 22:00:00,53.25,1.6,23.8,16.5
2019-12-11 23:00:00,61.0,1.42,27.88,12.75
2019-12-12 00:00:00,40.0,1.19,38.35,7.83
2019-12-12 01:00:00,18.25,1.09,42.7,4.3
2019-12-12 02:00:00,10.25,1.07,70.88,6.6
2019-12-12 03:00:00,15.0,1.05,36.73,7.53
2019-12-12 04:00:00,2.75,1.02,26.33,9.35
2019-12-12 05:00:00,11.75,1.07,24.9,7.62
2019-12-12 06:00:00,13.0,1.06,27.7,6.72
2019-12-12 07:00:00,16.25,1.27,26.2,10.17
2019-12-12 08:00:00,36.75,1.39,35.27,12.55
2019-12-12 09:00:00,40.75,1.03,53.5,7.62
2019-12-12 10:00:00,34.75,1.0,64.88,7.85
2019-12-12 11:00:00,28.0,1.38,72.9,10.63
2019-12-12 12:00:00,7.25,1.54,55.75,105.88
2019-12-12 13:00:00,29.25,1.62,46.7,26.58
2019-12-12 14:00:00,28.0,1.46,47.25,18.27
2019-12-12 15:00:00,14.67,1.46,56.17,19.4
2019-12-12 16:00:00,8.25,1.32,57.8,19.62
2019-12-12 17:00:00,24.75,1.59,53.8,26.95
2019-12-12 18:00:00,24.75,1.59,53.8,26.95
2019-12-12 19:00:00,24.75,1.59,53.8,26.95
2019-12-12 20:00:00,24.75,1.59,53.8,26.95
2019-12-12 21:00:00,24.75,1.59,53.8,26.95
2019-12-12 22:00:00,24.75,1.59,53.8,26.95
2019-12-12 23:00:00,24.75,1.59,53.8,26.95
2019-12-13 00:00:00,47.0,1.62,22.57,12.72
2019-12-13 01:00:00,47.0,1.62,22.57,12.72
2019-12-13 02:00:00,43.25,1.45,54.4,8.05
2019-12-13 03:00:00,43.25,1.45,54.4,8.05
2019-12-13 04:00:00,43.25,1.45,54.4,8.05
2019-12-13 05:00:00,43.25,1.45,54.4,8.05
2019-12-13 06:00:00,41.5,1.24,20.73,8.6
2019-12-13 07:00:00,41.5,1.24,20.73,8.6
2019-12-13 08:00:00,41.5,1.24,20.73,8.6
2019-12-13 09:00:00,53.0,1.75,52.1,17.1
2019-12-13 10:00:00,53.0,1.75,52.1,17.1
2019-12-13 11:00:00,29.75,1.74,67.8,15.1
2019-12-13 12:00:00,29.75,1.74,67.8,15.1
2019-12-13 13:00:00,29.75,1.74,67.8,15.1
2019-12-13 14:00:00,29.75,1.74,67.8,15.1
2019-12-13 15:00:00,29.75,1.74,67.8,15.1
2019-12-13 16:00:00,29.75,1.74,67.8,15.1
2019-12-13 17:00:00,29.75,1.74,67.8,15.1
2019-12-13 18:00:00,29.75,1.74,67.8,15.1
2019-12-13 19:00:00,29.75,1.74,67.8,15.1
2019-12-13 20:00:00,29.75,1.74,67.8,15.1
2019-12-13 21:00:00,29.75,1.74,67.8,15.1
2019-12-13 22:00:00,29.75,1.74,67.8,15.1
2019-12-13 23:00:00,29.75,1.74,67.8,15.1
2019-12-14 00:00:00,23.25,1.11,28.17,6.47
2019-12-14 01:00:00,25.5,1.08,28.55,6.62
2019-12-14 02:00:00,17.5,0.95,63.33,3.95
2019-12-14 03:00:00,6.5,0.93,23.23,2.5
2019-12-14 04:00:00,5.0,1.04,18.2,2.53
2019-12-14 05:00:00,5.0,1.04,18.2,2.53
2019-12-14 06:00:00,5.0,1.04,18.2,2.53
2019-12-14 07:00:00,5.0,1.04,18.2,2.53
2019-12-14 08:00:00,5.0,1.04,18.2,2.53
2019-12-14 09:00:00,5.0,1.04,18.2,2.53
2019-12-14 10:00:00,27.0,0.89,53.1,4.67
2019-12-14 11:00:00,27.0,0.89,53.1,4.67
2019-12-14 12:00:00,27.0,0.89,53.1,4.67
2019-12-14 13:00:00,27.0,0.89,53.1,4.67
2019-12-14 14:00:00,27.0,0.89,53.1,4.67
2019-12-14 15:00:00,27.0,0.89,53.1,4.67
2019-12-14 16:00:00,13.0,1.52,40.02,18.0
2019-12-14 17:00:00,17.25,1.59,35.12,20.7
2019-12-14 18:00:00,15.75,1.44,27.65,13.55
2019-12-14 19:00:00,27.33,1.3,23.63,9.23
2019-12-14 20:00:00,25.75,1.25,21.5,8.45
2019-12-14 21:00:00,21.33,1.81,15.77,27.97
2019-12-14 22:00:00,26.5,1.61,15.7,15.68
2019-12-14 23:00:00,26.5,1.61,15.7,15.68
2019-12-15 00:00:00,17.0,1.47,16.17,15.23
2019-12-15 01:00:00,22.5,1.35,15.83,9.18
2019-12-15 02:00:00,22.5,1.35,15.83,9.18
2019-12-15 03:00:00,22.5,1.35,15.83,9.18
2019-12-15 04:00:00,22.5,1.35,15.83,9.18
2019-12-15 05:00:00,22.5,1.35,15.83,9.18
2019-12-15 06:00:00,22.5,1.35,15.83,9.18
2019-12-15 07:00:00,22.5,1.35,15.83,9.18
2019-12-15 08:00:00,47.0,1.64,24.75,24.82
2019-12-15 09:00:00,47.0,1.64,24.75,24.82
2019-12-15 10:00:00,47.0,1.64,24.75,24.82
2019-12-15 11:00:00,47.0,1.64,24.75,24.82
2019-12-15 12:00:00,47.0,1.64,24.75,24.82
2019-12-15 13:00:00,47.0,1.64,24.75,24.82
2019-12-15 14:00:00,47.0,1.64,24.75,24.82
2019-12-15 15:00:00,47.0,1.64,24.75,24.82
2019-12-15 16:00:00,47.0,1.64,24.75,24.82
2019-12-15 17:00:00,47.0,1.64,24.75,24.82
2019-12-15 18:00:00,47.0,1.64,24.75,24.82
2019-12-15 19:00:00,47.0,1.64,24.75,24.82
2019-12-15 20:00:00,47.0,1.64,24.75,24.82
2019-12-15 21:00:00,47.0,1.64,24.75,24.82
2019-12-15 22:00:00,47.0,1.64,24.75,24.82
2019-12-15 23:00:00,47.0,1.64,24.75,24.82
2019-12-16 00:00:00,47.0,1.64,24.75,24.82
2019-12-16 01:00:00,47.0,1.64,24.75,24.82
2019-12-16 02:00:00,47.0,1.64,24.75,24.82
2019-12-16 03:00:00,47.0,1.64,24.75,24.82
2019-12-16 04:00:00,47.0,1.64,24.75,24.82
2019-12-16 05:00:00,47.0,1.64,24.75,24.82
2019-12-16 06:00:00,47.0,1.64,24.75,24.82
2019-12-16 07:00:00,47.0,1.64,24.75,24.82
2019-12-16 08:00:00,47.0,1.64,24.75,24.82
2019-12-16 09:00:00,47.0,1.64,24.75,24.82
2019-12-16 10:00:00,47.0,1.64,24.75,24.82
2019-12-16 11:00:00,47.0,1.64,24.75,24.82
2019-12-16 12:00:00,47.0,1.64,24.75,24.82
2019-12-16 13:00:00,47.0,1.64,24.75,24.82
2019-12-16 14:00:00,47.0,1.64,24.75,24.82
2019-12-16 15:00:00,47.0,1.64,24.75,24.82
2019-12-16 16:00:00,47.0,1.64,24.75,24.82
2019-12-16 17:00:00,47.0,1.64,24.75,24.82
2019-12-16 18:00:00,27.25,1.81,47.32,39.35
2019-12-16 19:00:00,49.25,2.23,35.27,50.95
2019-12-16 20:00:00,62.33,2.4,26.67,51.33
2019-12-16 21:00:00,47.0,2.29,24.23,42.05
2019-12-16 22:00:00,38.67,2.32,21.27,31.37
2019-12-16 23:00:00,46.0,2.15,21.6,24.4
2019-12-17 00:00:00,53.0,1.8,25.02,14.72
2019-12-17 01:00:00,53.0,1.8,25.02,14.72
2019-12-17 02:00:00,53.0,1.8,25.02,14.72
2019-12-17 03:00:00,53.0,1.8,25.02,14.72
2019-12-17 04:00:00,53.0,1.8,25.02,14.72
2019-12-17 05:00:00,53.0,1.8,25.02,14.72
2019-12-17 06:00:00,53.0,1.8,25.02,14.72
2019-12-17 07:00:00,53.0,1.8,25.02,14.72
2019-12-17 08:00:00,53.0,1.8,25.02,14.72
2019-12-17 09:00:00,24.0,0.71,55.05,4.22
2019-12-17 10:00:00,24.0,0.71,55.05,4.22
2019-12-17 11:00:00,24.0,0.71,55.05,4.22
2019-12-17 12:00:00,24.0,0.71,55.05,4.22
2019-12-17 13:00:00,9.75,0.84,54.47,3.08
2019-12-17 14:00:00,15.25,0.82,56.58,4.27
2019-12-17 15:00:00,15.67,0.75,55.4,4.1
2019-12-17 16:00:00,15.5,0.95,55.12,4.52
2019-12-17 17:00:00,22.0,1.06,53.17,5.13
2019-12-17 18:00:00,31.5,1.06,50.88,6.4
2019-12-17 19:00:00,30.0,0.99,49.8,7.33
2019-12-17 20:00:00,24.25,1.15,45.55,8.05
2019-12-17 21:00:00,18.0,1.06,47.3,8.8
2019-12-17 22:00:00,10.5,1.53,26.38,26.9
2019-12-17 23:00:00,23.75,0.99,47.47,5.9
2019-12-18 00:00:00,19.25,1.02,47.27,4.75
2019-12-18 01:00:00,13.5,0.93,57.6,2.73
2019-12-18 02:00:00,25.25,0.89,92.67,2.9
2019-12-18 03:00:00,8.25,0.89,46.4,3.75
2019-12-18 04:00:00,5.5,0.98,35.88,10.57
2019-12-18 05:00:00,22.75,1.05,33.3,10.7
2019-12-18 06:00:00,26.5,1.34,27.23,16.8
2019-12-18 07:00:00,31.0,1.65,27.82,27.35
2019-12-18 08:00:00,60.0,1.48,49.1,16.6
2019-12-18 09:00:00,60.0,1.16,66.78,19.33
2019-12-18 10:00:00,96.0,1.62,104.78,34.32
2019-12-18 11:00:00,96.0,1.62,104.78,34.32
2019-12-18 12:00:00,96.0,1.62,104.78,34.32
2019-12-18 13:00:00,96.0,1.62,104.78,34.32
2019-12-18 14:00:00,96.0,1.62,104.78,34.32
2019-12-18 15:00:00,96.0,1.62,104.78,34.32
2019-12-18 16:00:00,26.0,1.43,48.75,29.77
2019-12-18 17:00:00,19.5,1.65,49.65,37.92
2019-12-18 18:00:00,18.25,2.41,36.35,72.1
2019-12-18 19:00:00,71.0,2.49,27.9,56.85
2019-12-18 20:00:00,54.25,2.06,34.98,33.4
2019-12-18 21:00:00,22.0,1.97,35.38,24.3
2019-12-18 22:00:00,49.0,2.14,27.95,22.9
2019-12-18 23:00:00,49.0,1.89,27.63,18.33
2019-12-19 00:00:00,32.25,1.49,27.52,11.35
2019-12-19 01:00:00,32.25,1.49,27.52,11.35
2019-12-19 02:00:00,32.25,1.49,27.52,11.35
2019-12-19 03:00:00,10.0,1.2,29.8,14.75
2019-12-19 04:00:00,13.0,1.19,19.6,14.0
2019-12-19 05:00:00,23.25,1.21,18.98,9.8
2019-12-19 06:00:00,20.25,1.25,22.35,8.53
2019-12-19 07:00:00,20.25,1.25,22.35,8.53
2019-12-19 08:00:00,29.5,1.48,35.02,19.73
2019-12-19 09:00:00,10.5,1.13,48.3,15.15
2019-12-19 10:00:00,25.25,1.04,51.17,16.52
2019-12-19 11:00:00,25.25,1.04,51.17,16.52
2019-12-19 12:00:00,25.25,1.04,51.17,16.52
2019-12-19 13:00:00,3.75,1.19,57.38,12.58
2019-12-19 14:00:00,10.0,1.0,48.87,3.87
2019-12-19 15:00:00,3.25,1.23,53.8,15.95
2019-12-19 16:00:00,16.25,1.29,53.57,19.48
2019-12-19 17:00:00,26.0,1.55,50.32,27.05
2019-12-19 18:00:00,17.33,1.78,42.3,34.0
2019-12-19 19:00:00,9.25,1.55,43.07,21.82
2019-12-19 20:00:00,37.0,1.43,35.82,14.85
2019-12-19 21:00:00,33.0,1.81,27.7,32.05
2019-12-19 22:00:00,33.0,1.86,25.47,26.43
2019-12-19 23:00:00,35.0,1.82,21.0,21.6
2019-12-20 00:00:00,35.25,1.39,25.07,11.25
2019-12-20 01:00:00,33.0,1.09,34.12,6.03
2019-12-20 02:00:00,20.5,0.95,73.02,3.0
2019-12-20 03:00:00,7.5,0.92,34.27,9.0
2019-12-20 04:00:00,7.5,0.92,34.27,9.0
2019-12-20 05:00:00,4.0,1.11,29.6,10.37
2019-12-20 06:00:00,5.25,1.27,29.45,8.3
2019-12-20 07:00:00,9.67,1.63,26.93,19.67
2019-12-20 08:00:00,25.25,1.65,30.15,16.15
2019-12-20 09:00:00,56.5,1.6,35.23,18.5
2019-12-20 10:00:00,34.0,1.61,31.18,27.12
2019-12-20 11:00:00,79.5,2.66,30.6,20.2
2019-12-20 12:00:00,87.75,1.92,29.25,110.9
2019-12-20 13:00:00,27.0,1.81,25.75,34.15
2019-12-20 14:00:00,48.0,1.86,28.67,31.78
2019-12-20 15:00:00,36.0,1.77,29.27,29.55
2019-12-20 16:00:00,11.0,1.35,33.95,12.42
2019-12-20 17:00:00,33.0,1.62,27.82,14.62
2019-12-20 18:00:00,10.5,1.54,25.58,11.25
2019-12-20 19:00:00,31.5,1.61,22.92,13.83
2019-12-20 20:00:00,5.75,1.65,19.42,19.05
2019-12-20 21:00:00,23.0,2.09,18.73,35.57
2019-12-20 22:00:00,23.0,2.09,18.73,35.57
2019-12-20 23:00:00,23.0,2.09,18.73,35.57
2019-12-21 00:00:00,23.0,2.09,18.73,35.57
2019-12-21 01:00:00,2.0,0.94,34.23,3.4
2019-12-21 02:00:00,1.5,0.89,69.62,2.48
2019-12-21 03:00:00,1.5,0.89,69.62,2.48
2019-12-21 04:00:00,1.5,0.89,69.62,2.48
2019-12-21 05:00:00,17.0,1.12,25.2,11.3
2019-12-21 06:00:00,14.5,1.6,20.93,41.27
2019-12-21 07:00:00,14.5,2.01,21.4,50.45
2019-12-21 08:00:00,48.0,2.2,24.73,34.03
2019-12-21 09:00:00,66.5,1.9,34.2,26.85
2019-12-21 10:00:00,56.0,1.39,43.75,17.73
2019-12-21 11:00:00,43.0,1.61,60.35,13.82
2019-12-21 12:00:00,32.25,1.24,62.43,96.37
2019-12-21 13:00:00,6.25,1.04,69.12,3.35
2019-12-21 14:00:00,25.0,1.03,63.45,4.38
2019-12-21 15:00:00,25.0,1.03,63.45,4.38
2019-12-21 16:00:00,25.0,1.03,63.45,4.38
2019-12-21 17:00:00,26.0,2.02,46.48,37.2
2019-12-21 18:00:00,26.0,2.46,37.17,48.27
2019-12-21 19:00:00,41.5,3.35,29.0,66.65
2019-12-21 20:00:00,68.75,2.43,31.27,43.88
2019-12-21 21:00:00,19.75,1.95,29.52,28.58
2019-12-21 22:00:00,46.0,2.09,21.48,20.52
2019-12-21 23:00:00,46.0,2.14,20.27,22.77
2019-12-22 00:00:00,53.75,2.01,20.27,16.7
